region,#,Building Name,City,Height (m),Height (ft),Floors,Completion,Material,Use,timestamp
Asia,2451,Yanlord Marina Center Tower 4,Zhuhai (CN),133.2,437,35,2016,steel/concrete,residential / retail / hotel,2019-01-18T02:39:17Z
Asia,2455,Financial Centre C,Chongqing (CN),133.1,437,30,2011,concrete,office,2019-01-18T02:39:17Z
Asia,2456,Regence Royale Tower I,Hong Kong (CN),133,436,39,2000,concrete,residential,2019-01-18T02:39:17Z
Asia,2457,Saladaeng One,Bangkok (TH),133,436,35,2018,concrete,residential,2019-01-18T02:39:17Z
Asia,2458,Fukoku Seimei Building,Osaka (JP),133,436,28,2010,steel,office,2019-01-18T02:39:17Z
Asia,2459,Suzhou Center Plaza 5,Suzhou (CN),132.9,436,27,2017,concrete,office,2019-01-18T02:39:17Z
Asia,2460,NBF Osaki Building,Tokyo (JP),132.9,436,25,2011,composite,office,2019-01-18T02:39:17Z
Asia,2461,The Riverside 5,Guangzhou (CN),132.7,435,36,2009,concrete,residential,2019-01-18T02:39:17Z
Asia,2461,The Riverside 6,Guangzhou (CN),132.7,435,36,2009,concrete,residential,2019-01-18T02:39:17Z
Asia,2463,"IDEO Morph 38, Ashton Tower",Bangkok (TH),132.4,434,35,2013,concrete,residential,2019-01-18T02:39:17Z
Asia,2464,Lai Tin House,Hong Kong (CN),132.3,434,44,1975,concrete,residential,2019-01-18T02:39:17Z
Asia,2464,Tai Tin House,Hong Kong (CN),132.3,434,44,1975,concrete,residential,2019-01-18T02:39:17Z
Asia,2466,Blue Residences,Quezon City (PH),132.2,434,41,2014,concrete,residential,2019-01-18T02:39:17Z
Asia,2467,Lodha Bellezza 5,Hyderabad (IN),132,433,39,2014,concrete,residential,2019-01-18T02:39:17Z
Asia,2467,Zenith Osaka,Osaka (JP),132,433,39,2003,concrete,residential,2019-01-18T02:39:17Z
Asia,2469,Azinko Tower,Baku (AZ),132,433,34,2015,concrete,office,2019-01-18T02:39:17Z
Asia,2470,Mayfair Tower,Manila (PH),132,433,33,2009,concrete,residential,2019-01-18T02:39:17Z
Asia,2471,Rihga Royal Hotel Kokura,Kitakyushu (JP),132,433,31,1993,concrete,hotel,2019-01-18T02:39:17Z
Asia,2472,Nissei Dowa Kasai Sompo Phoenix Tower,Osaka (JP),132,433,29,1995,steel,office,2019-01-18T02:39:17Z
Asia,2473,Queen's Terrace 3,Hong Kong (CN),132,433,41,2002,concrete,residential,2019-01-18T02:39:17Z
Asia,2474,Sun City Tower Kobe,Kobe (JP),131.8,432,35,2017,steel,residential,2019-01-18T02:39:17Z
Asia,2475,Jinan Center Financial City A1-3,Jinan (CN),131.7,432,28,2016,composite,office,2019-01-18T02:39:17Z
Asia,2476,River City 21 Riverpoint Tower,Tokyo (JP),131.7,432,40,1989,concrete,residential,2019-01-18T02:39:17Z
Asia,2477,Best Western Hotel Harbour View,Hong Kong (CN),131.7,432,34,2012,concrete,hotel,2019-01-18T02:39:17Z
Asia,2478,Spirit Park View 2#,Guigang (CN),131.6,432,38,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2478,Spirit Park View 3#,Guigang (CN),131.6,432,38,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2478,Spirit Park View 4#,Guigang (CN),131.6,432,38,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2478,Spirit Park View 5#,Guigang (CN),131.6,432,38,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2482,Guangdong Finance Centre,Hong Kong (CN),131.4,431,31,1999,concrete,office,2019-01-18T02:39:17Z
Asia,2483,Queen's Terrace 2,Hong Kong (CN),131.4,431,45,2002,concrete,residential,2019-01-18T02:39:17Z
Asia,2484,Mung Ching House,Hong Kong (CN),131.4,431,41,2013,concrete,residential,2019-01-18T02:39:17Z
Asia,2484,Sheung Ching House,Hong Kong (CN),131.4,431,41,2013,concrete,residential,2019-01-18T02:39:17Z
Asia,2486,Huarun Jiacheng Five Elephants #8,Nanning (CN),131.3,431,45,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2487,Blooming Towers A,Da Nang (VN),131.3,431,39,2018,concrete,residential,2019-01-18T02:39:17Z
Asia,2488,Alamanda Office Tower,Jakarta (ID),131.1,430,30,2013,concrete,office,2019-01-18T02:39:17Z
Asia,2489,Tierra Verde 6,Hong Kong (CN),131,430,46,1999,concrete,residential,2019-01-18T02:39:17Z
Asia,2490,Discovery Park Tower 10,Hong Kong (CN),131,430,44,1998,concrete,residential,2019-01-18T02:39:17Z
Asia,2490,Discovery Park Tower 11,Hong Kong (CN),131,430,44,1998,concrete,residential,2019-01-18T02:39:17Z
Asia,2490,Discovery Park Tower 12,Hong Kong (CN),131,430,44,1998,concrete,residential,2019-01-18T02:39:17Z
Asia,2490,Discovery Park Tower 13,Hong Kong (CN),131,430,44,1998,concrete,residential,2019-01-18T02:39:17Z
Asia,2490,Discovery Park Tower 6,Hong Kong (CN),131,430,44,1998,concrete,residential,2019-01-18T02:39:17Z
Asia,2490,Discovery Park Tower 7,Hong Kong (CN),131,430,44,1998,concrete,residential,2019-01-18T02:39:17Z
Asia,2490,Discovery Park Tower 8,Hong Kong (CN),131,430,44,1998,concrete,residential,2019-01-18T02:39:17Z
Asia,2490,Discovery Park Tower 9,Hong Kong (CN),131,430,44,1998,concrete,residential,2019-01-18T02:39:17Z
Asia,2498,Sunrise City Tower 10,Ho Chi Minh City (VN),131,430,33,2015,concrete,residential,2019-01-18T02:39:17Z
Asia,2498,Sunrise City Tower 5,Ho Chi Minh City (VN),131,430,33,2013,concrete,residential,2019-01-18T02:39:17Z
Asia,2498,Sunrise City Tower 6,Ho Chi Minh City (VN),131,430,33,2013,concrete,residential,2019-01-18T02:39:17Z
Asia,2498,Sunrise City Tower 7,Ho Chi Minh City (VN),131,430,33,2015,concrete,residential,2019-01-18T02:39:17Z
Asia,2498,Sunrise City Tower 8,Ho Chi Minh City (VN),131,430,33,2015,concrete,residential,2019-01-18T02:39:17Z
Asia,2498,Sunrise City Tower 9,Ho Chi Minh City (VN),131,430,33,2015,concrete,residential,2019-01-18T02:39:17Z
Asia,2504,Shibuya Cross Tower,Tokyo (JP),131,430,32,1975,steel,office,2019-01-18T02:39:17Z
Asia,2505,Eastern Harbor International Tower,Shanghai (CN),131,430,29,2011,concrete,office,2019-01-18T02:39:17Z
Asia,2506,Sky Habitat Block 7,Singapore (SG),130.9,429,38,2015,concrete,residential,2019-01-18T02:39:17Z
Asia,2506,Sky Habitat Block 9,Singapore (SG),130.9,429,38,2015,concrete,residential,2019-01-18T02:39:17Z
Asia,2508,LHT Tower,Hong Kong (CN),130.6,428,28,2011,concrete,office,2019-01-18T02:39:17Z
Asia,2509,City Tower Shinjuku Shintoshin,Tokyo (JP),130.5,428,37,2005,concrete,residential / retail,2019-01-18T02:39:17Z
Asia,2510,Dayong Commercial Center 3,Shenzhen (CN),130.4,428,29,2015,steel/concrete,office,2019-01-18T02:39:17Z
Asia,2511,Seocho Garak Tower East,Seoul (KR),130.1,427,24,2011,steel,office,2019-01-18T02:39:17Z
Asia,2512,Mansudae Apartment 3#,Pyongyang (KP),130,427,40,2012,concrete,residential,2019-01-18T02:39:17Z
Asia,2512,Thai Military Bank Headquarters,Bangkok (TH),130,427,40,1994,concrete,office,2019-01-18T02:39:17Z
Asia,2514,Daewoo Worldmark Yongsan 1,Seoul (KR),130,427,37,2007,concrete,residential,2019-01-18T02:39:17Z
Asia,2514,Daewoo Worldmark Yongsan 2,Seoul (KR),130,427,37,2007,concrete,residential,2019-01-18T02:39:17Z
Asia,2516,Tomin Tower Shinonome,Tokyo (JP),130,427,36,1996,concrete,residential,2019-01-18T02:39:17Z
Asia,2517,Green Tower 1,Pyongyang (KP),130,427,35,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2517,Green Tower 2,Pyongyang (KP),130,427,35,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2517,Ryomyong Street 35-Storey Building,Pyongyang (KP),130,427,35,2017,concrete,residential,2019-01-18T02:39:17Z
Asia,2520,Aloft Kuala Lumpur Sentral,Kuala Lumpur (MY),130,427,34,2012,concrete,hotel,2019-01-18T02:39:17Z
Asia,2520,Orbi Sea Central Tower,Batumi (GE),130,427,34,2015,concrete,office,2019-01-18T02:39:17Z
Asia,2522,SOHO Hailun Plaza,Shanghai (CN),130,427,33,2016,composite,SOHO / office,2019-01-18T02:39:17Z
Asia,2522,Trump International Hotel & Tower Baku,Baku (AZ),130,427,33,2015,concrete,residential / serviced apartments / hotel,2019-01-18T02:39:17Z
Asia,2524,Millennium Hotel,Tbilisi (GE),130,427,32,2016,concrete,hotel,2019-01-18T02:39:17Z
Asia,2525,Oxford Suites,Makati (PH),130,427,30,1995,concrete,hotel,2019-01-18T02:39:17Z
Asia,2526,Lujiazui Century Tower 2,Shanghai (CN),130,427,28,2014,concrete,office,2019-01-18T02:39:17Z
Asia,2526,Lujiazui Century Tower 3,Shanghai (CN),130,427,28,2014,concrete,office,2019-01-18T02:39:17Z
Asia,2526,Ultima Residences Fuente Tower 3,Cebu (PH),130,427,28,2011,concrete,retail / residential,2019-01-18T02:39:17Z
Asia,2529,Verbena Heights 1-2,Hong Kong (CN),129.3,424,40,1997,concrete,residential,2019-01-18T02:39:17Z
Asia,2530,One World Place,Taguig City (PH),129.2,424,31,2015,concrete,office,2019-01-18T02:39:17Z
Asia,2531,Park Towers Two,Hong Kong (CN),129,423,40,1989,concrete,residential,2019-01-18T02:39:17Z
Asia,2532,Oberoi Woods Tower I,Mumbai (IN),129,423,38,2009,concrete,residential,2019-01-18T02:39:17Z
Asia,2532,Oberoi Woods Tower II,Mumbai (IN),129,423,38,2009,concrete,residential,2019-01-18T02:39:17Z
Asia,2532,Oberoi Woods Tower III,Mumbai (IN),129,423,38,2009,concrete,residential,2019-01-18T02:39:17Z
Asia,2535,Yongsan 3 District Dongbu Asterium 1,Seoul (KR),129,423,36,2012,composite,residential,2019-01-18T02:39:17Z
Asia,2535,Yongsan 3 District Dongbu Asterium 2,Seoul (KR),129,423,36,2012,composite,office,2019-01-18T02:39:17Z
Asia,2537,Hilton Tower Apartments,Colombo (LK),129,423,34,1997,concrete,residential / hotel,2019-01-18T02:39:17Z
Asia,2538,Ritz-Carlton Millenia Singapore,Singapore (SG),129,423,32,1996,concrete,hotel,2019-01-18T02:39:17Z
Asia,2539,Chaoyang Park Plaza 1,Beijing (CN),129,423,27,2017,concrete,office,2019-01-18T02:39:17Z
Asia,2540,Yau Lai Estate Cheuk Lai House,Hong Kong (CN),128.8,423,41,2011,concrete,residential,2019-01-18T02:39:17Z
Asia,2540,Yau Lai Estate Yung Lai House,Hong Kong (CN),128.8,423,41,2011,concrete,residential,2019-01-18T02:39:17Z
Asia,2542,Choi Man House-Yee Man House,Hong Kong (CN),128.3,421,41,1998,concrete,residential,2019-01-18T02:39:17Z
Asia,2543,The Pavilia Hill Tower 3,Hong Kong (CN),128.3,421,33,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2544,The Pavilia Hill Tower 1,Hong Kong (CN),128.3,421,32,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2544,The Pavilia Hill Tower 2,Hong Kong (CN),128.3,421,32,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2544,The Pavilia Hill Tower 5,Hong Kong (CN),128.3,421,32,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2544,The Pavilia Hill Tower 6,Hong Kong (CN),128.3,421,32,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2548,Oi Chak House,Hong Kong (CN),128,420,42,2001,concrete,residential,2019-01-18T02:39:17Z
Asia,2548,Oi Ping House,Hong Kong (CN),128,420,42,2001,concrete,residential,2019-01-18T02:39:17Z
Asia,2550,Renaissance Shanghai Yangtze Hotel,Shanghai (CN),128,420,33,1991,concrete,hotel,2019-01-18T02:39:17Z
Asia,2551,Lanko Conference & Exhibition International Plaza Liangge,Chongqing (CN),128,420,32,2008,concrete,hotel,2019-01-18T02:39:17Z
Asia,2551,Northern Lights 3,Astana (KZ),128,420,32,2010,concrete,residential,2019-01-18T02:39:17Z
Asia,2551,World Trade Center,Bangalore (IN),128,420,32,2010,concrete,office,2019-01-18T02:39:17Z
Asia,2554,Puri Indah Financial Tower,Jakarta (ID),127.8,419,27,2016,concrete,office,2019-01-18T02:39:17Z
Asia,2555,King Man House,Hong Kong (CN),127.7,419,41,1998,concrete,residential,2019-01-18T02:39:17Z
Asia,2555,Sik Man House,Hong Kong (CN),127.7,419,41,1998,concrete,residential,2019-01-18T02:39:17Z
Asia,2555,Yat Man House,Hong Kong (CN),127.7,419,41,1998,concrete,residential,2019-01-18T02:39:17Z
Asia,2558,The Royal Court,Hong Kong (CN),127.7,419,38,1989,concrete,residential,2019-01-18T02:39:17Z
Asia,2559,SM Aura Premier,Taguig City (PH),127.2,417,29,2013,concrete,office / retail,2019-01-18T02:39:17Z
Asia,2560,Ching Chak House,Hong Kong (CN),127.1,417,42,2005,concrete,residential,2019-01-18T02:39:17Z
Asia,2560,Ching Chiu House,Hong Kong (CN),127.1,417,42,2005,concrete,residential,2019-01-18T02:39:17Z
Asia,2560,Ching Chung House,Hong Kong (CN),127.1,417,42,2006,concrete,residential,2019-01-18T02:39:17Z
Asia,2560,Ching Hin House,Hong Kong (CN),127.1,417,42,2006,concrete,residential,2019-01-18T02:39:17Z
Asia,2560,Ching Long House,Hong Kong (CN),127.1,417,42,2005,concrete,residential,2019-01-18T02:39:17Z
Asia,2560,Ching Ping House,Hong Kong (CN),127.1,417,42,2006,concrete,residential,2019-01-18T02:39:17Z
Asia,2560,Ching Yu House,Hong Kong (CN),127.1,417,42,2006,concrete,residential,2019-01-18T02:39:17Z
Asia,2560,Ching Yun House,Hong Kong (CN),127.1,417,42,2006,concrete,residential,2019-01-18T02:39:17Z
Asia,2568,Kwun Hei Court Block A,Hong Kong (CN),127.1,417,41,2000,concrete,residential,2019-01-18T02:39:17Z
Asia,2569,Kolon Tripolis I Tower A,Seongnam (KR),127.1,417,37,2002,composite,SOHO,2019-01-18T02:39:17Z
Asia,2569,Kolon Tripolis I Tower B,Seongnam (KR),127.1,417,37,2002,composite,SOHO,2019-01-18T02:39:17Z
Asia,2569,Kolon Tripolis I Tower C,Seongnam (KR),127.1,417,37,2002,composite,SOHO,2019-01-18T02:39:17Z
Asia,2572,Bellagio Residence,Jakarta (ID),127,417,36,2005,concrete,residential,2019-01-18T02:39:17Z
Asia,2573,Net Lima,Taguig City (PH),127,417,26,2012,concrete,office,2019-01-18T02:39:17Z
Asia,2573,Wangjing SOHO T2,Beijing (CN),127,417,26,2014,composite,office,2019-01-18T02:39:17Z
Asia,2575,Menara Karya,Jakarta (ID),126.5,415,27,2006,concrete,office,2019-01-18T02:39:17Z
Asia,2576,Hoi Yan House,Hong Kong (CN),126.5,415,41,2004,concrete,residential,2019-01-18T02:39:17Z
Asia,2577,Shiodome Sumitomo Building,Tokyo (JP),126.4,415,25,2004,steel,hotel,2019-01-18T02:39:17Z
Asia,2578,Shing Tin House and Cheung Tin House,Hong Kong (CN),126.2,414,42,1975,concrete,residential,2019-01-18T02:39:17Z
Asia,2579,Arsenal House West Wing,Hong Kong (CN),125.7,412,35,1996,composite,office,2019-01-18T02:39:17Z
Asia,2580,d'Leedon 11,Singapore (SG),125.6,412,35,2014,concrete,residential,2019-01-18T02:39:17Z
Asia,2581,Huadong Electrical Power Distribution Building,Shanghai (CN),125.5,412,26,1989,concrete,office,2019-01-18T02:39:17Z
Asia,2582,2 Financial Town T1,Chongqing (CN),125.5,412,25,2014,concrete,office,2019-01-18T02:39:17Z
Asia,2583,Dongyuan Centre T5,Chongqing (CN),125.3,411,23,2014,concrete,office / retail,2019-01-18T02:39:17Z
Asia,2584,Arte S Tower 2,Penang (MY),125.1,410,35,2018,concrete,residential,2019-01-18T02:39:17Z
Asia,2585,Planet SKS,Mangalore (IN),125,410,37,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2585,Sky Vue Condos Tower 1,Singapore (SG),125,410,37,2017,concrete,residential,2019-01-18T02:39:17Z
Asia,2585,Sky Vue Condos Tower 2,Singapore (SG),125,410,37,2017,concrete,residential,2019-01-18T02:39:17Z
Asia,2588,Blue Tower 1,Pyongyang (KP),125,410,34,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2588,The Pakubuwono View Redwood Tower,Jakarta (ID),125,410,34,2011,concrete,residential,2019-01-18T02:39:17Z
Asia,2590,Comeron Tower,Taguig City (PH),125,410,31,2001,concrete,residential,2019-01-18T02:39:17Z
Asia,2590,Lawson Tower,Taguig City (PH),125,410,31,2001,concrete,residential,2019-01-18T02:39:17Z
Asia,2592,Gulshan Tower,Dhaka (BD),125,410,30,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2593,Raffles City Changning 2,Shanghai (CN),125,410,29,2016,concrete,office / retail,2019-01-18T02:39:17Z
Asia,2594,Jinan Center Financial City A6-5,Jinan (CN),125,410,26,2016,composite,office,2019-01-18T02:39:17Z
Asia,2595,Fubon Banking Center,Taipei (TW),125,410,24,1995,composite,office,2019-01-18T02:39:17Z
Asia,2596,Hong Ching House,Hong Kong (CN),125,410,41,2013,concrete,residential,2019-01-18T02:39:17Z
Asia,2596,Lok Ching House,Hong Kong (CN),125,410,41,2013,concrete,residential,2019-01-18T02:39:17Z
Asia,2596,Yan Ching House,Hong Kong (CN),125,410,41,2013,concrete,residential,2019-01-18T02:39:17Z
Asia,2599,Colorful Yunnan • Flower City Tower A,Kunming (CN),124.8,409,27,2015,composite,hotel / retail,2019-01-18T02:39:17Z
Asia,2600,Tokio Marine Centre,Singapore (SG),124.5,408,21,2011,concrete,office,2019-01-18T02:39:17Z
Asia,2601,Tokyo Square Garden,Tokyo (JP),124.4,408,26,2013,steel,office / retail,2019-01-18T02:39:17Z
Asia,2602,Global Tower,"Beppu, Oita (JP)",124.4,408,-,1994,steel,,2019-01-18T02:39:17Z
Asia,2603,Tak Cheung House,Hong Kong (CN),124.1,407,41,2013,concrete,residential,2019-01-18T02:39:17Z
Asia,2603,Tak Kei House,Hong Kong (CN),124.1,407,41,2013,concrete,residential,2019-01-18T02:39:17Z
Asia,2603,Tak Loong House,Hong Kong (CN),124.1,407,41,2013,concrete,residential,2019-01-18T02:39:17Z
Asia,2603,Tak Shan House,Hong Kong (CN),124.1,407,41,2013,concrete,residential,2019-01-18T02:39:17Z
Asia,2603,Tak Sui House,Hong Kong (CN),124.1,407,41,2013,concrete,residential,2019-01-18T02:39:17Z
Asia,2603,Tak Ying House,Hong Kong (CN),124.1,407,41,2013,concrete,residential,2019-01-18T02:39:17Z
Asia,2603,Tak Yiu House,Hong Kong (CN),124.1,407,41,2013,concrete,residential,2019-01-18T02:39:17Z
Asia,2603,Tak Yu House,Hong Kong (CN),124.1,407,41,2013,concrete,residential,2019-01-18T02:39:17Z
Asia,2611,Sapporo Sosei Square,Sapporo (JP),124,407,28,2018,steel,office,2019-01-18T02:39:17Z
Asia,2612,Indochina Plaza Hanoi Tower B,Hanoi (VN),123.9,406,32,2012,concrete,residential / retail,2019-01-18T02:39:17Z
Asia,2613,d'Leedon 13,Singapore (SG),123.7,406,35,2014,concrete,residential,2019-01-18T02:39:17Z
Asia,2614,Financial Star Building,Taoyuan (TW),123.7,406,30,1993,concrete,office,2019-01-18T02:39:17Z
Asia,2615,Minato Mirai Grand Central Tower,Yokohama (JP),123.6,406,26,2011,steel,office / retail,2019-01-18T02:39:17Z
Asia,2616,Beijing Kerry Centre Office Building,Beijing (CN),123.5,405,31,1998,steel,office,2019-01-18T02:39:17Z
Asia,2617,FUJI TV Headquarters,Tokyo (JP),123.5,405,25,1996,steel,office,2019-01-18T02:39:17Z
Asia,2618,Dongyuan Centre T3,Chongqing (CN),123.3,405,23,2014,concrete,office / retail,2019-01-18T02:39:17Z
Asia,2619,Jinan Center Financial City A2-5,Jinan (CN),123.3,404,29,2015,composite,office,2019-01-18T02:39:17Z
Asia,2620,Verbena Heights 7,Hong Kong (CN),123.1,404,38,1997,concrete,residential,2019-01-18T02:39:17Z
Asia,2621,Green Code Towers 1-2,Hong Kong (CN),123.1,404,31,2014,concrete,residential,2019-01-18T02:39:17Z
Asia,2621,Green Code Towers 3,Hong Kong (CN),123.1,404,31,2014,concrete,residential,2019-01-18T02:39:17Z
Asia,2621,Green Code Towers 5,Hong Kong (CN),123.1,404,31,2014,concrete,residential,2019-01-18T02:39:17Z
Asia,2624,Hua Du Tower,Shanghai (CN),123.1,404,30,1996,concrete,office / retail,2019-01-18T02:39:17Z
Asia,2625,Raffles City Chengdu Office Block 1,Chengdu (CN),123,404,29,2012,concrete,office / retail,2019-01-18T02:39:17Z
Asia,2625,Raffles City Chengdu Office Block 2,Chengdu (CN),123,404,29,2012,concrete,office / retail,2019-01-18T02:39:17Z
Asia,2627,Taishin International Bank Tower,Taipei (TW),123,404,25,2004,concrete,office,2019-01-18T02:39:17Z
Asia,2628,V on Shenton Office Tower,Singapore (SG),123,404,23,2017,concrete/steel,office,2019-01-18T02:39:17Z
Asia,2629,Vanbo Plaza North Tower,Baoding (CN),123,404,-,2015,concrete,office,2019-01-18T02:39:17Z
Asia,2630,Oi Yat House,Hong Kong (CN),122.8,403,42,2001,concrete,residential,2019-01-18T02:39:17Z
Asia,2631,Haeundae Hillside We've Tower 203,Busan (KR),122.5,402,35,2014,concrete,residential,2019-01-18T02:39:17Z
Asia,2632,The Towers Daiba East,Tokyo (JP),122.2,401,33,2006,concrete,residential,2019-01-18T02:39:17Z
Asia,2632,The Towers Daiba West,Tokyo (JP),122.2,401,33,2006,concrete,residential,2019-01-18T02:39:17Z
Asia,2634,2-Torre Lorenzo,Manila (PH),122.2,401,35,2013,concrete,residential,2019-01-18T02:39:17Z
Asia,2635,Tongan Apartment 2,Pyongyang (KP),122,400,36,2013,concrete,residential,2019-01-18T02:39:17Z
Asia,2635,Tongan Apartment 3,Pyongyang (KP),122,400,36,2013,concrete,residential,2019-01-18T02:39:17Z
Asia,2637,City Center Tower,Taguig City (PH),122,400,30,2016,concrete,office,2019-01-18T02:39:17Z
Asia,2638,Keidanren Kaikan,Tokyo (JP),121.9,400,23,2009,composite,office,2019-01-18T02:39:17Z
Asia,2639,MOD 595,Hong Kong (CN),121.6,399,34,2007,concrete,residential,2019-01-18T02:39:17Z
Asia,2640,Chaoyang Park Plaza 2,Beijing (CN),121.5,399,26,2017,concrete,office,2019-01-18T02:39:17Z
Asia,2641,Hung Yan House,Hong Kong (CN),121.3,398,40,2011,concrete,residential,2019-01-18T02:39:17Z
Asia,2641,Hung Yiu House,Hong Kong (CN),121.3,398,40,2011,concrete,residential,2019-01-18T02:39:17Z
Asia,2643,Ginza Mitsui Building,Tokyo (JP),121.3,398,24,2005,steel,hotel / office,2019-01-18T02:39:17Z
Asia,2644,Laureano Di Trevi,Makati (PH),121.2,398,37,2014,concrete/steel,residential / retail,2019-01-18T02:39:17Z
Asia,2645,Celeste Towers 1,Noida (IN),121,397,35,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2645,Celeste Towers 2,Noida (IN),121,397,35,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2647,Fake Hills Linear Tower,Beihai (CN),121,397,33,2014,concrete,residential,2019-01-18T02:39:17Z
Asia,2648,Eastin Grand Hotel Sathorn,Bangkok (TH),121,397,32,2012,concrete,hotel,2019-01-18T02:39:17Z
Asia,2649,Xindi Center Office Tower 2,Hefei (CN),121,397,31,2014,concrete,office,2019-01-18T02:39:17Z
Asia,2649,Xindi Center Office Tower 3,Hefei (CN),121,397,31,2014,concrete,office,2019-01-18T02:39:17Z
Asia,2651,6 Corporate Avenue,Chongqing (CN),120.7,396,24,2014,concrete,office,2019-01-18T02:39:17Z
Asia,2652,Coredo Nihombashi,Tokyo (JP),120.7,396,20,2004,composite,office / retail,2019-01-18T02:39:17Z
Asia,2653,Golden One 2#,Nanning (CN),120.4,395,39,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2653,Golden One 3#,Nanning (CN),120.4,395,39,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2653,Golden One 5#,Nanning (CN),120.4,395,39,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2656,Golden One 6#,Nanning (CN),120.2,394,39,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2657,Golden One 10#,Nanning (CN),120.2,394,39,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2657,Golden One 7#,Nanning (CN),120.2,394,39,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2657,Golden One 8#,Nanning (CN),120.2,394,39,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2657,Golden One 9#,Nanning (CN),120.2,394,39,2016,concrete,residential,2019-01-18T02:39:17Z
Asia,2661,Newton Suites,Singapore (SG),120,394,36,2007,concrete,residential,2019-01-18T02:39:17Z
Asia,2662,Tongan Residential 1,Pyongyang (KP),120,394,35,2017,concrete,residential,2019-01-18T02:39:17Z
Asia,2662,Tongan Residential 2,Pyongyang (KP),120,394,35,2017,concrete,residential,2019-01-18T02:39:17Z
Asia,2664,Songdo Xi Harbour View Tower C,Incheon (KR),120,394,33,2010,concrete,residential,2019-01-18T02:39:17Z
Asia,2664,Songdo Xi Harbour View Tower D,Incheon (KR),120,394,33,2010,concrete,residential,2019-01-18T02:39:17Z
Asia,2666,Hung Vuong Plaza 1,Ho Chi Minh City (VN),120,394,29,2008,concrete,residential,2019-01-18T02:39:17Z
Asia,2666,Hung Vuong Plaza 2,Ho Chi Minh City (VN),120,394,29,2008,concrete,residential,2019-01-18T02:39:17Z
Asia,2668,Soyombo Tower,Ulaanbaatar (MN),120,394,28,2015,concrete,residential / office,2019-01-18T02:39:17Z
Asia,2669,Wisma KEIAI,Jakarta (ID),120,394,26,-,concrete,office / retail,2019-01-18T02:39:17Z
Asia,2670,Guangzhou Linhe Office,Guangzhou (CN),120,394,22,2015,concrete,office,2019-01-18T02:39:17Z
Asia,2671,Keppel Beijing Aether Square Tower B,Beijing (CN),120,394,19,2016,steel/concrete,office / retail,2019-01-18T02:39:17Z
Asia,2672,Nanhai Waterside Apartments 1,Foshan (CN),120,394,40,2008,concrete,residential,2019-01-18T02:39:17Z
Asia,2672,Nanhai Waterside Apartments 2,Foshan (CN),120,394,40,2008,concrete,residential,2019-01-18T02:39:17Z
Asia,2672,Nanhai Waterside Apartments 3,Foshan (CN),120,394,40,2008,concrete,residential,2019-01-18T02:39:17Z
Asia,2672,Nanhai Waterside Apartments 4,Foshan (CN),120,394,40,2008,concrete,residential,2019-01-18T02:39:17Z
Asia,2676,Panasonic Electric Works Tokyo Headquarters Building,Tokyo (JP),119.8,393,25,2004,composite,office,2019-01-18T02:39:17Z
Asia,2676,Shin-Marunouchi Center Building,Tokyo (JP),119.8,393,25,2004,steel,office / retail,2019-01-18T02:39:17Z
Asia,2678,Ocean Towers,Karachi (PK),119.8,393,28,2014,concrete,hotel / retail,2019-01-18T02:39:17Z
Asia,2679,Asahi Seimei Otemachi Building,Tokyo (JP),119.5,392,29,1971,steel,office,2019-01-18T02:39:17Z
Asia,2680,Forfar,Hong Kong (CN),119.4,392,33,2011,concrete,residential,2019-01-18T02:39:17Z
Asia,2681,Muromachi Furukawa Mitsui Building,Tokyo (JP),119.2,391,23,2014,composite,office / retail,2019-01-18T02:39:17Z
Asia,2682,Citibank Tower,Makati (PH),119,390,33,1995,concrete,office,2019-01-18T02:39:17Z
Asia,2683,The Atrium Office Tower,Chengdu (CN),119,390,29,2012,concrete,office / retail,2019-01-18T02:39:17Z
Asia,2684,Raffles City Chengdu Hotel Block,Chengdu (CN),118.6,389,34,2012,concrete,hotel,2019-01-18T02:39:17Z
